Job,Softskills,Hardskills,Course_Name,Course_Description,Course_Hard_Skills,Course_Soft_Skills,label
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Behavioral finance,"Behavioral finance is the application of psychology to financial behavior. We will explore various behavioral frames, biases and heuristics and examine their implications on the aggregate market, individual investors, cross-sections of average returns and corporate decision making in a world of limited arbitrage","understanding behavioral finance, exploring behavioral frames, biases, and heuristics, analyzing the implications of behavioral finance on the aggregate market, individual investors, cross-sections of average returns, and corporate decision making.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Human resource planning and career management,"aims to provide an understanding of how the demand and supply of human resources can be brought into balance, and people already in employment can be helped to develop in their work careers. Topics covered include appraisal, counselling, development and training, and career planning. Ways in which HRM managers can facilitate organisational learning are also examined","Understanding demand and supply of human resources, HRM, Appraisal, Counselling, Development and training, Career planning.","Appraisal, Counselling, Development and training, Career planning.",0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Enterprise resources planning systems,"e provides an overview of enterprise resource planning systems and their use in the business environment. Topics include business processes management, functions and data requirements, and systems implementation and integration","enterprise resource planning, business processes management, data requirements, systems implementation, and integration.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Principles of entrepreneurship,"equips students with the essential elements of entrepreneurship manifested in the issues, challenges and rewards of creating a new business. The process in creating a start-up company, indeed, the process of an entrepreneurial undertaking, will be examined, discussed and practiced in class in order to provide students with some first-hand knowledge and experience in the subject matter",understanding the essential elements of entrepreneurship and the process of creating a start-up company.,"the ability to navigate issues, challenges, and rewards of creating a new business, as well as gaining first-hand knowledge and experience in entrepreneurship.",0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Principles of technology entrepreneurship,"The introductory course will go through the fundamental aspects of launching a technology entrepreneurial venture to complement the research and development activities in science and technology. It will expose students to common practices in venture development process such as opportunity identification andverification, to technology transfer and commercialization. Topics on legal subjects, e.g. intellectual properties & patent laws, and simple financing & strategic approach in the business plan will be covered","launching a technology venture, research and development, venture development process, opportunity identification, opportunity verification, technology transfer, commercialization, legal subjects (intellectual properties & patent laws), simple financing, strategic approach in business plan.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Text analytics and natural language processing in finance and fintech,"covers the main elements of natural language processing (NLP), text analytics, and text mining, providing students with a foundation in collecting, managing, and analyzing textual data with financial and economic applications in mind, such as FinTech.","understanding the main elements of natural language processing (NLP), text analytics, and text mining, ability to collect and manage textual data with financial and economic applications in mind, ability to analyze textual data using NLP and text mining techniques, knowledge of FinTech applications of NLP and text analytics.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Inequality and growth,"focuses on the relationship between inequality and growth, which consists of three major parts: data, model, and policy. We will start with empirical facts on inequality issues in economies over the world, in particular, U.S., China, and Hong Kong. Then we will revisit two-period Solow growth model so that we can build up the infinite-horizon Solow growth model and heterogeneous agent model to set up our framework to learn inequality and growth. Finally, we will use the model and empirical techniques we learn to provide policy guidance that can be used to deal with inequality issues and stimulate economic growth","data analysis, modeling, economic analysis, policy analysis.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Marketing researc,"cover the broad principles of marketing research. Emphasis will be placed on the use of marketing research as an aid to decision making. In this spirit, students will be introduced to a variety of types of marketing research data. Students will be given the opportunity to engage in practical marketing research-based exercises.",broad principles of marketing research; knowledge of various types of marketing research data; ability to use marketing research as an aid to decision making.,engagement in practical marketing research-based exercises.,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Consumer behaviou,"emphasizes on theoretical understanding of consumer psychology and applications to the development of marketing strategy. Specific consumer trends and new tools for consumer insights will also be integrated in class discussion. Students will be provided opportunities to apply the learned concepts and tools to marketing situations through class discussions, case studies, and group project",theoretical understanding of consumer psychology and its application to the development of marketing strategy; knowledge of specific consumer trends and new tools for consumer insights.,"application of learned concepts and tools to marketing situations through class discussions, case studies, and group project.",0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Decision and risk analysis I,"covers the tools and the skills to analyze and solve problems by stressing approaches to 1) understand and question assumptions, 2) consider a richer set of solution alternatives, and 3) consider diverse measures of performance.","problem analysis, solution generation, and performance measurement.",critical thinking and problem-solving.,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",e-Commerce,focuses on business opportunities brought about by the Internet. Students will learn how to use web-based technologies to set up a business.,"internet commerce, web development, and business development.",,0.0
Financial Analyst,"Communication skills, problem-solving, decision-making, time management, attention to detail, adaptability, emotional intelligence","Accounting, Reading SEC filings, Corporate Finance, Financial Modeling, Corporate Valuation, Technical Analysis, Leveraged Buyout Modeling, Mergers & Acquisitions Analysis, excel",Retailing,"explore the problems and issues involved in the management of quality improvement and market competition. Emphasis will be on the strategic aspects of quality and marketing management, in particular customer value, quality improvement tools, quality concepts, and the relationship of quality with different aspects of marketing management",management of quality improvement and market competition; strategic aspects of quality and marketing management; knowledge of customer value; understanding of quality improvement tools and concepts; understanding of the relationship between quality and different aspects of marketing management.,,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Senior seminar in economics and finance,"applies core theoretical knowledge in economics and finance acquired throughout the undergraduate curriculum to research a real issue. The student may select and match core theoretical concepts with significant applications in the world, which could be of local, regional and global relevance, both contemporary and historical. The selection will include an application of these concepts to either the making of public policy or the strategic management of the firm.","research skills, theoretical knowledge in economics and finance, critical thinking, problem solving, strategic analysis.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Introduction to business analytics,"covers both technical and managerial aspects to provide a basic understanding of business analytics and show how it can be used by businesses to analyze their competitive posture more effectively, know their customers better and make better managerial and strategic decisions.","technical aspects, managerial aspects, basic understanding of business analytics, analyzing competitive posture, knowing customers, making better managerial and strategic decisions.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Human resource planning and career management,"aims to provide an understanding of how the demand and supply of human resources can be brought into balance, and people already in employment can be helped to develop in their work careers. Topics covered include appraisal, counselling, development and training, and career planning. Ways in which HRM managers can facilitate organisational learning are also examined","Understanding demand and supply of human resources, HRM, Appraisal, Counselling, Development and training, Career planning.","Appraisal, Counselling, Development and training, Career planning.",1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Management control,"on advanced problems in managerial accounting and management information and reporting systems for planning and control of operations. Particular attention will be given to problems associated with large decentralised companies – divisional performance control, measurement and evaluation, and transfer pricing","managerial accounting, management information and reporting systems, planning and control of operations, divisional performance control, measurement and evaluation, transfer pricing.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Project management,"focuses on the planning, scheduling, control, and evaluation of project management. The basic tools and techniques of project management will be explored, with special emphasis on engineering, management, and control of IS/IT related business projects. The evaluation of projects and project management will also be addressed, as will scope, time, cost, quality, human resources, communications, risk, and procurement.","project management, planning, scheduling, project control, project evaluation, basic tools and techniques, engineering of business projects, management of business projects, control of business projects, evaluation of business projects, scope, time, cost, quality, human resources, communications, risk, procurement.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Selections and training,"focus on the basic concepts of selections and recruitment, training and development of different employees, and human resources utility analysis. In particular, students will be exposed to different recruiting processes and the whole spectrum of training and development techniques, and how they can add value to business success","understanding of basic concepts of selections and recruitment, knowledge of processes involved in employee training and development, expertise in human resources utility analysis.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Innovation and entrepreneurship internship,"aims to let students learn from industrial practical experience that complements the lecture learning and class activities. It aims at building up students’ own mindset and value through real life experience and mentored by the participating companies. It aims at developing students’ understanding of the challenge and solution in the entrepreneurial process, the practices of innovation, the strategic inter-relationship among Hong Kong and other cities in Greater Bay Area, and the global vision in the current economic atmosphere.","learning from industrial practical experience, building students' mindset, real-life experience, mentoring, entrepreneurial process, innovation practices, strategic inter-relationship, global vision.","building up students' own mindset and value, real-life experience, mentoring.",1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Information systems project management,"examines the concepts, techniques, and activities related to information systems development projects. Teams of students will carry out projects that span the entire information systems analysis and design life cycle, including planning and scheduling, cost estimation, risk analysis, team organisation, process management and quality assurance","information systems development, project management, planning, scheduling, cost estimation, risk analysis, team organization, process management, and quality assurance.","team organization, process management, and quality assurance.",1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Case studies in corporate finance,structured around the most important financial decisions made at the firm level in an uncertain environment. For example: what capital structure to adopt (financing decision); how to value a firm or investment project (investment/valuation decision); how to raise capital in the equity market (IPO decision); what mechanisms to put in place to discipline managers and the largest shareholder (corporate governance decision); whether to return cash and how to return cash to investors (dividend/share repurchase decision); and whether a firm should engage in mergers and acquisitions (M&A) activities and how to do an M&A right (M&A decision).,"financial analysis, decision making, risk assessment, capital structure analysis, investment valuation, equity market analysis, corporate governance analysis, cash flow management and analysis, M&A analysis.",,1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Impact lab,"an opportunity to work directly for social ventures under the guidance of a faculty instructor and professional mentors. You should have opportunities to manage tasks, solve real-life problems, and gain hands-on business experience, which will strengthen your soft skills, help you implement academic business concepts in a practical way, and greatly improve your ability to compete in the job market.","ability to manage tasks and solve real-life problems, gain hands-on business experience, implementation of academic business concepts in a practical way, competitiveness in the job market.","working directly for social ventures under guidance, ability to manage tasks, problem-solving skills, hands-on business experience, improvement of soft skills.",1.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Structured finance and securitization,"designed to provide a broad, comprehensive introduction to structured finance and securitization. The following topics will be covered: (a) building blocks of structured finance, (b) mechanics of securitization and various securitized products, especially CDOs (collateralized debt obligations), (c) leasing, (d) project financing, and (e) fundamentals of structured finance modeling using Microsoft Excel.","understanding structured finance and securitization, knowledge of building blocks of structured finance and mechanics of securitization and various securitized products (especially CDOs), understanding of leasing and project financing, knowledge of structured finance modeling using Microsoft Excel.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills","Banking – strategies, operations and controls","designed to provide and equip students with solid theoretical and practical knowledge of the key processes of a bank in an end-to-end manner, allowing students to develop an integrated and holistic understanding of bank management, looking into their strategies, operations and control.","Knowledge of key processes of bank management, familiarity with theoretical and practical aspects of bank management, ability to develop an integrated and holistic understanding of bank management, and understanding of bank strategies, operations, and control.","Integrated and holistic understanding, critical thinking, and analytical skills.",0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Economic development,"provides an overview of major topics in the study of economic development: the branch of economics which studies the determinants of income growth and poverty reduction. Each week, we will focus on a particular barrier to economic development and, through a combination of economic theory and empirical evidence, seek to build a better understanding of the type of policies and interventions conducive to development. The goal is not to provide an exhaustive coverage of all topics but to expose students to current issues and debates in development economics.","knowledge of major topics in the study of economic development, understanding of the determinants of income growth and poverty reduction, ability to focus on specific barriers to economic development and understand policies and interventions, expertise in economic theory and empirical evidence.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Current economic affairs,"train students to analyse economic problems of the day, particularly those relating to the Hong Kong economy","analytical skills for economic problem-solving, knowledge of the functioning of the Hong Kong economy to analyse related problems.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Intermediate financial accounting II,"Topics examined include debt financing, equity financing, income taxes, leases, dilutive securities and earnings per share calculations, and derivatives and hedging activities. While the primary emphasis will be on Hong Kong practice, we will also discuss the accounting principles and standards based on the Generally Accepted Accounting Principles (GAAP), International Financial Reporting Standards (IFRS) and Hong Kong Financial Reporting Standards (HKFRS). Since 1993, IFRS have been the basis for all new standards adopted in Hong Kong","Examining debt financing, equity financing, income taxes, leases, dilutive securities, earnings per share calculations, derivatives, and hedging activities, and discussing accounting principles and standards based on GAAP, IFRS, and HKFRS in accounting. ",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Financial programming and databases,"provides undergraduate students a foundation in managing and analyzing financial datasets. Data analysis is a very important skill for the students to master. The first part of the course focuses on building skills – data manipulation using programming languages. The second part introduces various financial databases. Through practice on real-world financial datasets, students will learn methods used to warehouse and retrieve data for statistical computing","Managing and analyzing financial datasets, data manipulation using programming languages, introduction to various financial databases, practicing on real-world financial datasets to learn methods used to warehouse and retrieve data for statistical computing.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",ESG in business and finance,"consider the relationship of corporates to societal objectives such as environmental protection and equitable working opportunities, which may not be within their direct operational mandates. Students will be introduced to key environmental and social challenges, such as climate change, pollution, and social inequality, and evaluate the “value” that preserving nature brings to society and to corporates.","Understanding the relationship between corporates and societal objectives, environmental protection, and equitable working opportunities, evaluating environmental and social challenges like climate change, pollution, and social inequality, and assessing the value of preserving nature to society and corporates.","Evaluation and critical thinking of corporate social responsibility towards environmental protection and equitable working opportunities, introduction to social and environmental challenges like climate change, pollution, and social inequality, and understanding the ""value"" of preserving nature brings to society and corporates.",0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Economic history of China,"e introduces the economic history of China between the 10th century and 1949. The main topics include Confucianism, imperial examination, gentry, autarky, modern transition, and long-term development. Particular attention will be paid to the possible factors underlying the Needham Puzzle—why the scientific and industrial revolution did not occur in China. To this end, the course will employ the comparative analysis between China and the West, and resort to historical data sets and statistical approach for causal inference","why the scientific and industrial revolution did not occur in China, expertise in comparative analysis between China and the West, and knowledge of historical datasets and statistical methods for causal inference.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Corporate governance and social responsibility,"In this course, students learn about the complex responsibilities facing business leaders today. They will explore the use of accounting information and internal control in ensuring efficient and effective operations, reducing the cost of capital, production and distribution, and complying with legal, regulatory and corporate oversight requirements","Use of accounting information, internal control to ensure efficient and effective operations, reducing cost of capital, production and distribution, complying with legal, regulatory and corporate oversight requirements.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Introduction to marketing,"focuses on introducing core principles of marketing and covering key marketing concepts and processes such as managing customer relationships, marketing planning, understanding customers, competitors and marketplace, and developing marketing strategies (segmentation, innovation, and positioning) and marketing programs (products/services/branding, pricing, channel, and marketing communications)","Understanding customers, competitors, and marketplace, and developing marketing strategies and programs in marketing. ",Managing customer relationships. ,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Strategic human resources management,look at the basic concepts of human resources management (HRM) and its application to Hong Kong. Emphasis will be placed on the strategic linkage between HRM and corporate management in the context of business change and re-structuring. Comparative references will also be made to practices in other industrial societies.,"understanding the basic concepts of HRM and its application to Hong Kong, as well as the strategic linkage between HRM and corporate management in the context of business change and re-structuring, and making comparative references to practices in other industrial societies.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Compensation and benefit,"focus on the basic concepts of pay and compensation policies for different employees. In particular, students will be exposed to fundamental pay and benefits administration, along with the importance of rewards and their impact on employee attraction, motivation and retention",pay and benefits administration.,"importance of rewards and their impact on employee attraction, motivation and retention.",0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Mathematical economics,"Topics may include: applications of optimization to choice theory, applications of the implicit function theorem to comparative statics, applications of differential and difference equations to stability of equilibria, applications of linear mathematics and fixed point theorems to Leontief and Arrow-Debreu models, and applications of optimal control theory and dynamic programming to certainty and stochastic dynamic optimization models.","understanding of optimization in choice theory, comparative statics using the implicit function theorem, stability of equilibria using differential and difference equations, Leontief and Arrow-Debreu models using linear mathematics and fixed point theorems, and certainty and stochastic dynamic optimization models using optimal control theory and dynamic programming.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Behavioral finance,"Behavioral finance is the application of psychology to financial behavior. We will explore various behavioral frames, biases and heuristics and examine their implications on the aggregate market, individual investors, cross-sections of average returns and corporate decision making in a world of limited arbitrage","understanding behavioral finance, exploring behavioral frames, biases, and heuristics, analyzing the implications of behavioral finance on the aggregate market, individual investors, cross-sections of average returns, and corporate decision making.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Employment and labour relations,"give an overview on the fundamentals of labour relations theories pertaining to trade unionism, collective bargaining and workplace labour-management relations. Particular attention is also given to the development of the labour market, employment pattern and labour law in Hong Kong.","understanding the fundamentals of labour relations theories, trade unionism, collective bargaining, and workplace labour-management relations, as well as the development of the labour market, employment pattern and labour law in Hong Kong.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Multinational corporations,studies the multinational enterprise (MNE) and the theoretical approaches that have been formulated to explain the growth and operation of this form of business on an international scale. Recent general theories will be considered in a critical manner to allow judgments to be made on their strengths and limitations,"studying multinational enterprises, theoretical approaches to explain growth and operation of MNEs, critical analysis of recent general theories, making judgments on the strengths and limitations of these theories.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Industrial organization,"studies the pricing and output decisions of firms and the performance of the market under various market structures. Topics include theories of oligopoly; product differentiation; the effects of imperfect and asymmetric information; the examination of pricing practices such as price discrimination, tie-in selling, and resale price maintenance; collusion and anti-competitive behaviours, and public policies related to the promotion or restriction of competition.","knowledge of pricing and output decisions, understanding of market structures, theories of oligopoly, knowledge of product differentiation, understanding of imperfect and asymmetric information, understanding of pricing practices (price discrimination, tie-in selling, and resale price maintenance), knowledge of collusion and anti-competitive behaviours, knowledge of public policies related to competition promotion or restriction.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Public finance,"Study of the role of government in the economy, using microeconomic theory. The course covers public expenditure analysis and methods of financing government expenditures. It explores the underlying theory of welfare economics as well as the economic effects of public policy such as public sector pricing, expenditure and tax policies.","knowledge of microeconomic theory, ability to analyze public expenditure and financing methods, understanding of welfare economics, ability to analyze the economic effects of public sector policies such as pricing, expenditure, and tax policies.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Enterprise resources planning systems,"e provides an overview of enterprise resource planning systems and their use in the business environment. Topics include business processes management, functions and data requirements, and systems implementation and integration","enterprise resource planning, business processes management, data requirements, systems implementation, and integration.",,0.0
Operations Supervisor,"Leadership, communication skills, problem-solving, decision-making, time management, adaptability, emotional intelligence","Technical proficiency,  Data processing skills,  Risk analysis, Strategic planning, Staff management, Decision-making skills, Problem-solving skills, Communication skills, Organisational skills, Time management skills, Interpersonal skills, Leadership skills",Environmental economics,"about environmental economics with an emphasis on policies that seek to mitigate the impacts of environmental problems. We will connect microeconomic theories with real world environmental policy applications. The course begins with an overview of microeconomic theories that are particularly relevant to environmental regulations; then it moves on to the key topics in environmental economics and policies. Particular issues include market failure, externality, common goods and public goods, valuation of non-market goods, environmental regulations, renewable and nonrenewable resource management, air pollution, water pollution, and economics of climate change.","Environmental economics, mitigation of environmental problems, microeconomic theories, environmental policy applications, market failure, externality, common goods and public goods, valuation of non-market goods, environmental regulations, renewable and nonrenewable resource management, air pollution, water pollution, and economics of climate change.",,0.0
